iter	locus	ct0	ct1	ct2
5	3	0.0006169118842	0.01626185449	0.06923931786
5	4	0.003649314901	0.01760588426	0.1048241795
5	5	0.00405335369	0.01384318528	0.04674796561
5	6	0.001025068702	0.001856955603	0.01403898962
5	7	0.002960086046	0.007955430654	0.0555142273
5	8	0.005039927147	0.01091139928	0.0166768877
5	9	0.002938317176	0.007221759955	0.02692432845
6	0	0.00301009284	0.01045255322	0.04310426713
6	1	0.002492554364	0.01779035211	0.03705486754
6	2	0.0001965584246	0.02860430643	0.04495795442
6	3	0.0006169118842	0.01314679022	0.05813722035
6	4	0.00329030577	0.01863341874	0.02047893739
6	5	0.01168423771	0.01384318528	0.04723611409
6	6	0.001856955603	0.00458727492	0.02864702581
6	7	0.002478085863	0.007024252485	0.05158399741
6	8	0.01026563104	0.01156214286	0.0153871534
6	9	0.002938317176	0.02169826436	0.03190403123
7	0	0.001186743533	0.01505127791	0.04047778006
7	1	0.002492554364	0.01867246497	0.03662038962
7	2	0.0001965584246	0.01488508307	0.02469666227
7	3	0.004277247246	0.005683255199	0.03834527767
7	4	0.008042342532	0.02015356193	0.02047893739
7	5	0.001826717163	0.02432351491	0.04000153327
7	6	0.003010181906	0.008390079867	0.02499335093
7	7	0.001536624966	0.003943476628	0.0568858818
7	8	0.003435662056	0.0153871534	0.0211272185
7	9	0.000490732917	0.02773270821	0.03757675307
8	0	0.001186743533	0.01624148795	0.02465705223
8	1	0.0003634285192	0.002492554364	0.006246177838
8	2	0.001202773248	0.01334523316	0.01488508307
8	3	0.003481679673	0.008639637028	0.04325724494
8	4	0.003032201959	0.007659968012	0.008042342532
8	5	0.01029639687	0.02794767616	0.0425953747
8	6	0.002400982881	0.01647523153	0.02204250931
8	7	0.001536624966	0.008267830916	0.01617962909
8	8	0.003435662056	0.006224596527	0.0153871534
8	9	0.000490732917	0.007294455187	0.03120278917
9	0	0.001186743533	0.0128478687	0.02618373647
9	1	0.002136148322	0.002492554364	0.03401996468
9	2	0.001202773248	0.02050404784	0.0491311538
9	3	0.004037027544	0.01110810661	0.06983695852
9	4	0.003032201959	0.008302188803	0.01102009426
9	5	0.01029639687	0.03199080122	0.0425953747
9	6	0.008958793253	0.01647523153	0.02511334312
9	7	0.001536624966	0.008267830916	0.04970283805
9	8	0.005251466891	0.005561368759	0.01335598599
9	9	0.000490732917	0.01576912509	0.02285927525
10	0	0.002017824802	0.01626129017	0.04105410409
10	1	0.004616186591	0.004979774382	0.04716317478
10	2	0.001202773248	0.01807911046	0.04287336967
10	3	0.009238377697	0.01446655753	0.07464541974
10	4	0.009759940377	0.01856801746	0.01963869569
10	5	0.01065990811	0.03932958459	0.048305864
10	6	0.004274404502	0.007932144544	0.02344979419
10	7	0.001536624966	0.01046579914	0.04970283805
10	8	0.0004949040353	0.005561368759	0.01229952695
10	9	0.001023239285	0.005411791178	0.02285927525
11	0	0.002017824802	0.01335886538	0.02872655034
11	1	0.004616186591	0.004979774382	0.01520089818
11	2	0.004464127123	0.00730335925	0.0442508522
11	3	0.003885269016	0.009238377697	0.04844516762
11	4	0.004965739527	0.008852583662	0.009759940377
11	5	0.01065990811	0.02142163269	0.04407299138
11	6	0.004768995752	0.005030912733	0.02312650201
11	7	0.004969832505	0.0142708131	0.05535512574
11	8	0.004487266965	0.005561368759	0.008801798907
11	9	0.001654471537	0.006039655777	0.02285927525
12	0	0.002017824802	0.004890392029	0.02618422495
12	1	0.00332555446	0.004979774382	0.03640214474
12	2	0.0006334221159	0.01487827501	0.04474874223
12	3	0.004981575148	0.006437960507	0.0727806255
12	4	0.005599458628	0.008077330778	0.008852583662
12	5	0.02146180598	0.02644994029	0.04407299138
12	6	0.005030912733	0.007189415681	0.06012894855
12	7	0.004969832505	0.01450613716	0.05406321464
12	8	0.0009032154332	0.007178385861	0.008801798907
12	9	0.001654471537	0.001814201538	0.02219340173
13	0	0.006972818712	0.008522598252	0.04141414234
13	1	0.00332555446	0.004979774382	0.04012841628
13	2	0.0006334221159	0.0284985147	0.03976542897
13	3	0.00162333926	0.004981575148	0.02076444054
13	4	0.0007335717274	0.008077330778	0.008852583662
13	5	0.0192469442	0.02146180598	0.04583819587
13	6	0.005030912733	0.007189415681	0.01492543704
13	7	0.001024601057	0.006503724999	0.05406321464
13	8	0.0009032154332	0.007306365539	0.00930343807
13	9	0.001654471537	0.001814201538	0.0168816562
14	0	0.005892999304	0.008522598252	0.04599072058
14	1	0.003631286694	0.004979774382	0.04536921176
14	2	0.001717854746	0.03766160619	0.03976542897
14	3	0.004566735222	0.004981575148	0.04058817914
14	4	0.001379135476	0.002014170136	0.007461499406
14	5	0.02269072249	0.03814730295	0.04583819587
14	6	0.002941574966	0.00339353652	0.01492543704
14	7	2.596522211e-05	0.005948098615	0.05406321464
14	8	0.001189935824	0.007538970151	0.00930343807
14	9	0.01106779881	0.01679207798	0.05621752739
15	0	0.005404471185	0.01677371657	0.04180207284
15	1	0.002121219152	0.006858433482	0.04555272751
15	2	0.001717854746	0.01675197866	0.03775864484
15	3	0.005647260901	0.0153083605	0.03184429043
15	4	0.001141255266	0.002014170136	0.006950162503
15	5	0.002521186936	0.03105388852	0.03723915933
15	6	0.002941574966	0.00339353652	0.02596168674
15	7	2.596522211e-05	0.005948098615	0.05406321464
15	8	0.001189935824	0.006953793105	0.00930343807
15	9	0.008012521315	0.01679207798	0.02541039265
16	0	0.01640282752	0.01677371657	0.04180207284
16	1	0.003193668622	0.006976058584	0.04555272751
16	2	0.001717854746	0.002549258653	0.02045177934
16	3	0.005647260901	0.01789682641	0.05796591836
16	4	0.001141255266	0.002902850337	0.01353513639
16	5	0.01102253473	0.03518209181	0.05877653853
16	6	0.0005164447898	0.00339353652	0.01619483581
16	7	0.0009923884198	0.003379647074	0.0231591369
16	8	0.001189935824	0.007180573548	0.00930343807
16	9	0.006025230246	0.008012521315	0.0382760302
17	0	0.0005472936381	0.01677371657	0.02487510531
17	1	0.01900959996	0.01946790459	0.05441763954
17	2	0.007582062398	0.00998227104	0.05123068552
17	3	0.01695464106	0.01789682641	0.06037993285
17	4	0.003865816308	0.007017745606	0.01525992277
17	5	0.007754407684	0.02206080448	0.04172200932
17	6	0.0005164447898	0.00339353652	0.01619483581
17	7	3.913564073e-05	0.0009923884198	0.01646891856
17	8	0.001189935824	0.002321669153	0.003567253488
17	9	0.006025230246	0.008012521315	0.02279754976
18	0	0.002767741349	0.006530475673	0.02253198283
18	1	0.01190594541	0.01841832717	0.04460998707
18	2	0.00998227104	0.02392968481	0.06145331945
18	3	0.008466482194	0.01695464106	0.04580160238
18	4	0.001635976078	0.01422445638	0.0160445022
18	5	0.007754407684	0.01799168408	0.03264933191
18	6	0.0005164447898	0.004982756007	0.01619483581
18	7	3.913564073e-05	0.0009923884198	0.03487992894
18	8	0.003567253488	0.007933643548	0.01501762247
18	9	0.002745870646	0.006025230246	0.03679158324
19	0	0.005721706321	0.006842014554	0.02037892658
19	1	0.0004171470016	0.002884869648	0.02955574341
19	2	0.01490528332	0.02298975394	0.06145331945
19	3	0.00426128815	0.02404180398	0.05710765073
19	4	0.01204068331	0.01577484706	0.0160445022
19	5	0.01735790361	0.0175168692	0.03224657601
19	6	0.0005164447898	0.002548543056	0.01619483581
19	7	3.913564073e-05	0.0009923884198	0.03806293218
19	8	0.003567253488	0.007933643548	0.01554853225
19	9	0.002745870646	0.005916891122	0.03944553382
20	0	0.001160995445	0.005024229755	0.02805365725
20	1	0.001717489108	0.002328244682	0.03606600923
20	2	0.005693247182	0.007650660699	0.04770783642
20	3	0.007467128487	0.02404180398	0.04415497495
20	4	0.001722972488	0.002396736991	0.002985921804
20	5	0.01638526743	0.0175168692	0.03978071528
20	6	0.0008323282101	0.002548543056	0.02404617934
20	7	3.913564073e-05	0.0009923884198	0.03468069495
20	8	0.008813316249	0.01174943474	0.01412302061
20	9	0.002745870646	0.01209282352	0.04246920485
21	0	0.001160995445	0.008004401712	0.02003578588
21	1	0.002328244682	0.007678890784	0.01695442701
21	2	0.005693247182	0.01032928589	0.04770783642
21	3	0.00127970014	0.01337450414	0.05438278109
21	4	0.00126804763	0.001722972488	0.01494610016
21	5	0.01733266257	0.02268314357	0.03749242797
21	6	0.0008323282101	0.002548543056	0.02884314806
21	7	0.0003903174695	0.0009923884198	0.0435359048
21	8	0.0005171743769	0.006678790262	0.01174943474
21	9	0.005805831711	0.01209282352	0.03745976097
22	0	0.001160995445	0.008004401712	0.03476597654
22	1	0.00389924225	0.007678890784	0.03207300931
22	2	0.0008441212283	0.02419723771	0.03520047669
22	3	0.00127970014	0.01613988538	0.04744914534
22	4	0.00126804763	0.001722972488	0.02269312147
22	5	0.01861068062	0.02059411934	0.03749242797
22	6	0.001953726729	0.002548543056	0.02884314806
22	7	0.0003903174695	0.0009923884198	0.03623513289
22	8	0.0005171743769	0.006678790262	0.007436235575
22	9	0.001763683663	0.009399709065	0.03745976097
23	0	0.001160995445	0.0223651219	0.04715084432
23	1	0.007678890784	0.01010885168	0.02415584225
23	2	0.0008441212283	0.01543460124	0.0505228698
23	3	0.00580259737	0.01613988538	0.06129623291
23	4	0.000436560796	0.001722972488	0.004530698521
23	5	0.0251105607	0.03664717768	0.06926417611
23	6	0.0001678304757	0.004342175613	0.01465919748
23	7	0.0003903174695	0.003020853473	0.03623513289
23	8	0.0005171743769	0.004047532245	0.007436235575
23	9	0.008965967467	0.02516615381	0.03911393763
24	0	0.001160995445	0.01656984736	0.03882284553
24	1	0.007678890784	0.01010885168	0.02415584225
24	2	0.003884814172	0.0363043776	0.0505228698
24	3	0.00164643577	0.02216930632	0.06156855363
24	4	0.004149009579	0.008629886877	0.00916776462
24	5	0.002926532303	0.01899937867	0.06926417611
24	6	0.0001678304757	0.004342175613	0.03142108717
24	7	0.002669901524	0.003869720713	0.02760838063
24	8	0.001125129014	0.007436235575	0.01624396855
24	9	0.004054267326	0.005681901396	0.01282876731
25	0	0.002153276221	0.01276614209	0.05011406193
25	1	0.006119281454	0.01148621494	0.02373959565
25	2	0.003884814172	0.0363043776	0.05474648934
25	3	0.01407529647	0.02070126516	0.06156855363
25	4	0.002555882689	0.006087614147	0.006279854337
25	5	0.01484631825	0.05529965462	0.06926417611
25	6	0.004113136687	0.006783177066	0.01392850353
25	7	0.002202570221	0.003869720713	0.03377924263
25	8	0.0006808566176	0.001195135823	0.007436235575
25	9	0.004054267326	0.00715735923	0.02381920212
26	0	0.001650072942	0.002153276221	0.02702477106
26	1	0.006442435777	0.01743612233	0.04229319311
26	2	0.007939249239	0.01594709011	0.04442461816
26	3	0.004098489199	0.01896585251	0.04818964486
26	4	0.001895627673	0.002555882689	0.003645625365
26	5	0.01892450168	0.02001603632	0.04359465586
26	6	0.003712732249	0.01624801322	0.02153133488
26	7	0.001288981519	0.0129115095	0.03006385851
26	8	0.0006808566176	0.007032570025	0.007436235575
26	9	0.006564697177	0.007877910832	0.02718716284
27	0	0.002153276221	0.01814312357	0.02094950906
27	1	0.00482800148	0.01430992561	0.04698528476
27	2	0.01047384015	0.01413464966	0.03823511993
27	3	0.002859837951	0.01119267075	0.06746684431
27	4	0.000610391905	0.001895627673	0.003393689622
27	5	0.01206142889	0.02001603632	0.03730968068
27	6	0.003712732249	0.01207734927	0.02153133488
27	7	0.001652657227	0.0129115095	0.07256044381
27	8	0.0006808566176	0.007656695386	0.008742250687
27	9	0.005650660684	0.01249651216	0.02718716284
28	0	0.002153276221	0.01220829032	0.0249125939
28	1	0.01168031274	0.01229402026	0.0414615107
28	2	0.00836032747	0.009207617643	0.03823511993
28	3	0.003122505164	0.003746773593	0.02517606351
28	4	0.000610391905	0.001895627673	0.003393689622
28	5	0.01186038176	0.01206142889	0.02198495386
28	6	0.003036223887	0.00882499507	0.02153133488
28	7	0.001652657227	0.01706361189	0.05188628778
28	8	0.004921653941	0.005009269346	0.005271851795
28	9	0.002254258131	0.0111418886	0.0441247221
29	0	0.002153276221	0.01079062417	0.03586401836
29	1	0.01644544592	0.01832365308	0.03940796525
29	2	0.009207617643	0.01266957214	0.03823511993
29	3	0.003122505164	0.003746773593	0.05005611242
29	4	0.002377006371	0.003202403005	0.003393689622
29	5	0.005017579121	0.01842095093	0.02335730959
29	6	0.001312162104	0.01253076932	0.02153133488
29	7	0.001652657227	0.01161025949	0.04938088727
29	8	0.005009269346	0.008795243432	0.0102402196
29	9	0.001621845012	0.02067338237	0.0500300966
30	0	0.0001925828876	0.01719093996	0.0379506705
30	1	0.003784176527	0.01132429253	0.03078850164
30	2	0.01288161405	0.01375907672	0.02839841086
30	3	0.003746773593	0.009348145006	0.05005611242
30	4	0.003202403005	0.003393689622	0.01159883217
30	5	0.02444491741	0.04053779465	0.07103116937
30	6	3.350151287e-05	0.01534417755	0.02153133488
30	7	0.001652657227	0.01420429474	0.05904685528
30	8	0.002042240482	0.0102402196	0.01095280016
30	9	0.001621845012	0.003347415227	0.04582416407
31	0	0.006310220724	0.02111449296	0.05031162369
31	1	0.003800086256	0.009001988591	0.04095216589
31	2	0.01375907672	0.02149286969	0.0526794253
31	3	0.004996948237	0.009028057468	0.0320642964
31	4	0.003393689622	0.009753137606	0.01159883217
31	5	0.008465463988	0.02270450089	0.07103116937
31	6	3.350151287e-05	0.009007086366	0.02225027639
31	7	0.005578701979	0.006982429136	0.0611606743
31	8	0.002042240482	0.0102402196	0.01095280016
31	9	0.003347415227	0.005250188519	0.02075313273
32	0	0.006310220724	0.03581241938	0.03757287974
32	1	0.003800086256	0.009825161392	0.03016665005
32	2	0.01375907672	0.02149286969	0.06876465118
32	3	0.003814772424	0.01004999405	0.05281775351
32	4	0.002289995258	0.01243245018	0.01342984982
32	5	0.006193981727	0.02843036517	0.0485703895
32	6	3.350151287e-05	0.009007086366	0.01365450521
32	7	0.01238205097	0.02688742249	0.02848635358
32	8	0.006995501565	0.009790519674	0.01095280016
32	9	0.003347415227	0.005250188519	0.009522826573
33	0	0.006310220724	0.03581241938	0.03757287974
33	1	0.006996875372	0.009825161392	0.04368350649
33	2	0.0159226178	0.01783150821	0.05857900899
33	3	0.006671678009	0.008605046346	0.03186476727
33	4	0.001720042964	0.008023969388	0.01903566187
33	5	0.004726086093	0.02843036517	0.03840941193
33	6	3.350151287e-05	0.009007086366	0.0250205832
33	7	0.004608643344	0.02265746437	0.03972025965
33	8	0.006995501565	0.009987179485	0.01341850737
33	9	0.002324543791	0.005250188519	0.02950936657
34	0	0.006310220724	0.03981230359	0.04052716618
34	1	0.006996875372	0.008697050806	0.03555483556
34	2	0.01295934482	0.0159226178	0.05857900899
34	3	0.001093542517	0.001166468142	0.04166105834
34	4	0.009713640356	0.01662143038	0.01928795071
34	5	0.002853261725	0.02843036517	0.03840941193
34	6	3.350151287e-05	0.002673411936	0.02644523349
34	7	0.006172304459	0.02566542563	0.0670006383
34	8	0.0002483499902	0.007273286712	0.01927626862
34	9	0.008503712839	0.01343774409	0.06111881597
35	0	0.005450358752	0.03981230359	0.04052716618
35	1	0.005149411853	0.005440866934	0.02207488829
35	2	0.0001942461983	0.02277995542	0.05909165615
35	3	0.006556462561	0.02166359265	0.08218829896
35	4	0.006512162659	0.01463045011	0.01662143038
35	5	0.002853261725	0.02676966517	0.02843036517
35	6	3.350151287e-05	0.002673411936	0.0287710509
35	7	0.005666478586	0.01844972695	0.06806684684
35	8	0.002582769205	0.005131126153	0.007273286712
35	9	0.0008755384055	0.01929361065	0.02825118012
36	0	0.005450358752	0.01321798552	0.04666678074
36	1	0.003337411265	0.005440866934	0.03506523588
36	2	0.002748870037	0.0274679659	0.05720832465
36	3	0.00658391604	0.02166359265	0.04548469181
36	4	0.0007562388567	0.00425920521	0.004318965635
36	5	0.006267380357	0.03354929655	0.044035375
36	6	3.350151287e-05	0.003146202499	0.0287710509
36	7	0.00482249156	0.01203783575	0.05300625668
36	8	0.002582769205	0.006602994175	0.02318566076
36	9	0.0008231725464	0.0008755384055	0.03651774909
37	0	0.002971965401	0.004457071081	0.04666678074
37	1	0.005440866934	0.01240919377	0.02271160073
37	2	0.002748870037	0.002799101104	0.03390627422
37	3	0.01471689757	0.0180594218	0.05849861603
37	4	0.00350361709	0.00373158658	0.004318965635
37	5	0.003043162205	0.05102890128	0.05608533564
37	6	3.350151287e-05	0.005945037554	0.006911774259
37	7	0.00482249156	0.009797209095	0.06111098575
37	8	0.002582769205	0.009247750838	0.02318566076
37	9	0.0008755384055	0.01158226739	0.0254291001
38	0	0.002971965401	0.01284107065	0.04666678074
38	1	0.004864009059	0.005440866934	0.05488705622
38	2	0.002322873565	0.002799101104	0.01808098455
38	3	0.006961079564	0.03146647412	0.05849861603
38	4	0.0007904956469	0.00350361709	0.004318965635
38	5	0.0156560331	0.04163110195	0.04518222366
38	6	3.350151287e-05	0.006911774259	0.02781895698
38	7	3.969885299e-05	0.006489688072	0.06111098575
38	8	0.001122981006	0.002582769205	0.0138323517
38	9	0.0007403455338	0.006398495951	0.03489936551
39	0	0.001447682501	0.00426282945	0.01639756054
39	1	0.003941446835	0.005440866934	0.05488705622
39	2	0.0009355818464	0.008836878035	0.04253192777
39	3	0.001246620391	0.006961079564	0.03173727549
39	4	0.0007904956469	0.007487812473	0.009860425784
39	5	0.01602027131	0.03404560383	0.03859117745
39	6	3.350151287e-05	0.008420498758	0.01709528081
39	7	3.969885299e-05	0.003734238334	0.0303724429
39	8	0.0009389908694	0.002582769205	0.01411383825
39	9	0.0007403455338	0.006398495951	0.03689137062
40	0	0.006125920458	0.01934821885	0.05674016111
40	1	0.003672635154	0.01021838296	0.02943137195
40	2	0.001400162995	0.004547437593	0.01938516399
40	3	0.002095735039	0.006961079564	0.03173727549
40	4	0.0007904956469	0.006922374774	0.01453014008
40	5	0.00191329875	0.0286196364	0.03404560383
40	6	3.350151287e-05	0.008420498758	0.01709528081
40	7	0.0006142221397	0.008284819513	0.0400746205
40	8	0.0008430224385	0.009895954754	0.01411383825
40	9	0.0007403455338	0.03683243951	0.03689137062
41	0	0.006125920458	0.01969480273	0.05674016111
41	1	0.0006564760173	0.003672635154	0.02943137195
41	2	0.004547437593	0.05218917932	0.05392504554
41	3	0.002095735039	0.003228471121	0.03173727549
41	4	0.002817267936	0.004912914647	0.0200597878
41	5	0.00191329875	0.0277475372	0.03108430164
41	6	0.0005140859487	0.009149362003	0.01557154723
41	7	0.0006142221397	0.002277135051	0.0400746205
41	8	0.0008430224385	0.01840799543	0.02396675048
41	9	0.0007403455338	0.02142975117	0.04564718159
42	0	0.006125920458	0.0119175606	0.03954927785
42	1	0.0006564760173	0.003614695264	0.02943137195
42	2	0.004547437593	0.03427474328	0.06588174054
42	3	0.002493731732	0.003228471121	0.04763807858
42	4	0.002817267936	0.003028504734	0.004912914647
42	5	0.00354717107	0.02071435195	0.03108430164
42	6	0.0002608219746	0.005677132825	0.02105024558
42	7	0.002396487161	0.003417462176	0.05464357176
42	8	0.0007383442998	0.01153712524	0.01209153846
42	9	0.008175076218	0.02750495087	0.04564718159
43	0	0.0007585181922	0.02085854897	0.04303981364
43	1	0.001977562616	0.003614695264	0.02943137195
43	2	0.004547437593	0.01439774372	0.03937270116
43	3	0.009752459446	0.01078641874	0.03827885921
43	4	0.007938989606	0.009432748323	0.0133554112
43	5	0.00354717107	0.01785084744	0.04215712921
43	6	0.0002608219746	0.01608265792	0.03626348238
43	7	0.001969677913	0.002396487161	0.07419682237
43	8	0.0003468939764	0.0007383442998	0.01681810889
43	9	0.008175076218	0.01605515193	0.04157003563
44	0	0.0007585181922	0.02442924401	0.03154024583
44	1	0.00352259648	0.003614695264	0.02525292099
44	2	0.002231274125	0.03478678456	0.04310631908
44	3	0.001409176031	0.005386412251	0.02445230734
44	4	0.003593799452	0.01275801809	0.0133554112
44	5	0.00459823509	0.03582442319	0.04215712921
44	6	0.0002608219746	0.01510725839	0.02729119326
44	7	0.002396487161	0.005744862473	0.02584109577
44	8	0.0003468939764	0.0007915098995	0.002263249157
44	9	0.008175076218	0.008182527995	0.04157003563
45	0	0.000343011733	0.007400698134	0.0367644332
45	1	0.00352259648	0.004245263554	0.02819926243
45	2	0.002231274125	0.05464260614	0.07386990558
45	3	0.005386412251	0.01808172014	0.02623594692
45	4	0.005157063496	0.007187439308	0.01255337759
45	5	0.0100719443	0.04215712921	0.04467745906
45	6	0.0002608219746	0.01087681218	0.02729119326
45	7	0.002396487161	0.005744862473	0.03116257615
45	8	0.0003468939764	0.0007915098995	0.008571412002
45	9	0.008175076218	0.008182527995	0.04157003563
46	0	0.000343011733	0.007190883826	0.0122935691
46	1	0.00352259648	0.01202304229	0.05333781714
46	2	0.001355673507	0.02943016543	0.05115834917
46	3	0.01239107725	0.01434734899	0.05746973534
46	4	0.002747925947	0.01240510636	0.01558515052
46	5	0.008159407454	0.02177209371	0.02509043831
46	6	0.001709935913	0.01625162035	0.02729119326
46	7	0.01226197066	0.01764742696	0.04786059013
46	8	0.0004581975099	0.001449980296	0.01266024928
46	9	0.0007784476239	0.01795740808	0.03641897482
47	0	0.000343011733	0.003409160638	0.03230109759
47	1	0.006467837469	0.01101681086	0.05059105273
47	2	0.001355673507	0.00690536106	0.04133737651
47	3	0.003144668911	0.01478688957	0.06477081128
47	4	0.0007778338119	0.008879106862	0.01231419138
47	5	0.002511459516	0.01331034877	0.0219102007
47	6	0.001709935913	0.008432024973	0.04418017451
47	7	0.0004519441319	0.001013525866	0.01843083253
47	8	0.001695500753	0.01043581935	0.01266024928
47	9	0.008428220037	0.01795740808	0.03525785417
48	0	0.000343011733	0.008036644735	0.02171859689
48	1	0.0006094085657	0.004478074789	0.05059105273
48	2	0.005152629714	0.02662194416	0.03819153498
48	3	0.001458898655	0.006291454412	0.02664997515
48	4	0.001629060781	0.002042917437	0.01306539507
48	5	0.001230828514	0.02914020168	0.03470821604
48	6	0.0003305792545	0.002456259123	0.01671463416
48	7	0.0004519441319	0.001013525866	0.06855828403
48	8	0.002466478696	0.009203890506	0.01782795409
48	9	0.004645578528	0.01063913808	0.01391544837
49	0	0.000343011733	0.008036644735	0.06086075371
49	1	0.007406815165	0.03605120353	0.04834849525
49	2	0.005152629714	0.01944507893	0.02891592328
49	3	0.005396571302	0.006291454412	0.02980081916
49	4	0.0004721740644	0.002042917437	0.01306539507
49	5	0.001230828514	0.02914020168	0.03819232524
49	6	0.001682647605	0.002456259123	0.02755537317
49	7	0.0004519441319	0.001013525866	0.08556149696
49	8	0.0008546573455	0.01053745421	0.01621299252
49	9	0.002207157206	0.004645578528	0.02692952031
50	0	0.000343011733	0.008036644735	0.02220715178
50	1	0.003712396359	0.009502398196	0.05077467239
50	2	6.750803513e-06	0.0101111864	0.03153744279
50	3	0.006291454412	0.01266759914	0.0713880165
50	4	0.0004721740644	0.002042917437	0.00594893563
50	5	0.001230828514	0.02624486427	0.02853731009
50	6	0.001983528255	0.004325719342	0.03409225767
50	7	0.0004519441319	0.001875970082	0.05884515434
50	8	0.0008546573455	0.006750931727	0.01936834587
50	9	0.004645578528	0.01601570207	0.02692952031
51	0	0.000343011733	0.008036644735	0.02620394335
51	1	0.01507758117	0.01983007463	0.05077467239
51	2	0.0004811515266	0.01546407189	0.03153744279
51	3	0.006282932896	0.006291454412	0.04223535924
51	4	0.001869180948	0.002042917437	0.00594893563
51	5	0.001230828514	0.02624486427	0.02633811122
51	6	0.001983528255	0.004325719342	0.0214236341
51	7	0.02033155268	0.02048281887	0.0445975968
51	8	0.001323239116	0.004256753094	0.007129914441
51	9	0.004645578528	0.007585900735	0.02692952031
52	0	0.002207993066	0.007804279729	0.02620394335
52	1	0.01507758117	0.01949248525	0.03149638978
52	2	0.001742187502	0.01114112973	0.03984098365
52	3	0.003986082792	0.005718916654	0.0290821669
52	4	0.0001535035386	0.00112084113	0.008749446902
52	5	0.02489324895	0.03399315089	0.04735740685
52	6	0.004325719342	0.004883184748	0.01639923516
52	7	0.01224772943	0.01375641065	0.08118513408
52	8	0.001323239116	0.004256753094	0.02691919501
52	9	0.004699381619	0.008793820219	0.03283147634
53	0	0.002207993066	0.01340200388	0.03156335799
53	1	0.001732365002	0.006584410119	0.03149638978
53	2	0.0007969023857	0.0267776856	0.0355994337
53	3	0.003986082792	0.01610465143	0.04279001286
53	4	0.001197187239	0.008001557651	0.008749446902
53	5	0.0294227568	0.03399315089	0.04735740685
53	6	0.002349370287	0.005029457375	0.01639923516
53	7	0.005309853	0.01331298645	0.08118513408
53	8	0.004375176733	0.0168473064	0.02834579492
53	9	0.008793820219	0.01151797045	0.02728683549
54	0	0.002207993066	0.01340200388	0.04386019819
54	1	0.001732365002	0.006584410119	0.02928535006
54	2	0.0007969023857	0.009186879217	0.0355994337
54	3	0.01134814432	0.0169080283	0.03683407618
54	4	0.001919106413	0.008424789598	0.01376489078
54	5	0.006967010175	0.0294227568	0.05472298996
54	6	0.002349370287	0.005029457375	0.02344077263
54	7	0.005309853	0.01331298645	0.04043945859
54	8	0.004375176733	0.0145252479	0.02834579492
54	9	0.001133377485	0.004507577476	0.01037306321
55	0	0.002207993066	0.01340200388	0.03681602981
55	1	0.005631294298	0.006584410119	0.0375879534
55	2	0.002709439539	0.008127430059	0.04405749232
